Date,Snapshot,Player,Team,Pitcher,BestBook,BestOdds,ModelProb,RawModelProb,Edge,Confidence,Grade,Tier,TopEdgeRank,TopProbRank,Stake,Play,Result,Profit
2026-05-30,,Luis Torrens,New York Mets,Tyler Phillips,DraftKings,488,0.1945,0.0709,0.0244,62,B,,,,0.0,NO,,
2026-05-30,,Jackson Holliday,Baltimore Orioles,Trey Yesavage,FanDuel,421,0.2163,0.0724,0.0243,71,B,,,,0.0,NO,,
2026-05-30,,Ian Happ,Chicago Cubs,Kyle Leahy,BetMGM,647,0.158,0.0709,0.0242,42,C,,,,0.0,NO,,
2026-05-30,,Gavin Sheets,San Diego Padres,Foster Griffin,DraftKings,453,0.2049,0.0709,0.0241,67,B,,,,0.0,NO,,
2026-05-30,,J.T. Realmuto,Philadelphia Phillies,Roki Sasaki,DraftKings,481,0.1957,0.0713,0.0236,62,B,,,,0.0,NO,,
2026-05-30,,TJ Rumfield,Colorado Rockies,Adrian Houser,BetMGM,432,0.2113,0.0707,0.0233,71,B,,,,0.0,NO,,
2026-05-30,,Orlando Arcia,Minnesota Twins,Mitch Keller,BetMGM,597,0.1667,0.0709,0.0233,47,C,,,,0.0,NO,,
2026-05-30,,Gabriel Moreno,Arizona Diamondbacks,Bryan Woo,FanDuel,482,0.1945,0.0709,0.0227,61,B,,,,0.0,NO,,
2026-05-30,,Aramis Garcia,Arizona Diamondbacks,Bryan Woo,DraftKings,505,0.1876,0.0709,0.0223,58,B,,,,0.0,NO,,
2026-05-30,,Oliver Dunn,Tampa Bay Rays,Reid Detmers,BetMGM,589,0.1667,0.0709,0.0216,46,C,,,,0.0,NO,,
2026-05-30,,Sandy León,Atlanta Braves,Brady Singer,BetMGM,477,0.1945,0.0709,0.0212,61,B,,,,0.0,NO,,
2026-05-30,,Chase Meidroth,Chicago White Sox,Framber Valdez,FanDuel,501,0.1876,0.0709,0.0212,57,B,,,,0.0,NO,,
2026-05-30,,Eric Wagaman,New York Mets,Tyler Phillips,DraftKings,444,0.2049,0.0709,0.0211,67,B,,,,0.0,NO,,
2026-05-30,,Jeremy Peña,Houston Astros,Brandon Sproat,FanDuel,520,0.1824,0.0709,0.0211,55,B,,,,0.0,NO,,
2026-05-30,,Willson Contreras,Boston Red Sox,Parker Messick,BetMGM,420,0.2132,0.0713,0.0209,71,B,,,,0.0,NO,,
2026-05-30,,Luis Arraez,San Francisco Giants,Ryan Feltner,DraftKings,464,0.198,0.0709,0.0207,63,B,,,,0.0,NO,,
2026-05-30,,Nick Allen,Houston Astros,Brandon Sproat,DraftKings,585,0.1667,0.0709,0.0207,46,C,,,,0.0,NO,,
2026-05-30,,Angel Martínez,Cleveland Guardians,Sonny Gray,BetMGM,628,0.158,0.0709,0.0207,42,C,,,,0.0,NO,,
2026-05-30,,Sam Antonacci,Chicago White Sox,Framber Valdez,BetMGM,582,0.1667,0.0709,0.0201,46,C,,,,0.0,NO,,
2026-05-30,,Manny Machado,San Diego Padres,Foster Griffin,DraftKings,515,0.1824,0.0709,0.0198,55,B,,,,0.0,NO,,
2026-05-30,,Daulton Varsho,Toronto Blue Jays,Brandon Young,BetMGM,647,0.1537,0.0713,0.0198,39,D,,,,0.0,NO,,
2026-05-30,,Ryan Waldschmidt,Arizona Diamondbacks,Bryan Woo,BetMGM,651,0.1528,0.0709,0.0197,39,D,,,,0.0,NO,,
2026-05-30,,Alex Call,Los Angeles Dodgers,Jesús Luzardo,BetMGM,654,0.1523,0.0706,0.0197,39,D,,,,0.0,NO,,
2026-05-30,,Willi Castro,Colorado Rockies,Adrian Houser,DraftKings,582,0.1662,0.0707,0.0196,46,C,,,,0.0,NO,,
2026-05-30,,Colt Keith,Detroit Tigers,Anthony Kay,FanDuel,497,0.1863,0.0724,0.0188,55,B,,,,0.0,NO,,
2026-05-30,,Kazuma Okamoto,Toronto Blue Jays,Brandon Young,FanDuel,507,0.1834,0.0713,0.0186,54,C,,,,0.0,NO,,
2026-05-30,,Ezequiel Tovar,Colorado Rockies,Adrian Houser,DraftKings,643,0.1529,0.0709,0.0183,39,D,,,,0.0,NO,,
2026-05-30,,Gage Workman,Detroit Tigers,Anthony Kay,FanDuel,557,0.1703,0.0724,0.0181,46,C,,,,0.0,NO,,
2026-05-30,,Vinnie Pasquantino,Kansas City Royals,Kumar Rocker,BetMGM,435,0.2049,0.0709,0.018,66,B,,,,0.0,NO,,
2026-05-30,,Joey Ortiz,Milwaukee Brewers,Peter Lambert,FanDuel,567,0.1675,0.0712,0.0176,46,C,,,,0.0,NO,,
2026-05-30,,Daniel Schneemann,Cleveland Guardians,Sonny Gray,BetMGM,639,0.1528,0.0709,0.0175,38,D,,,,0.0,NO,,
2026-05-30,,Darell Hernaiz,Athletics,Ryan Weathers,DraftKings,569,0.1667,0.0709,0.0172,46,C,,,,0.0,NO,,
2026-05-30,,Mookie Betts,Los Angeles Dodgers,Jesús Luzardo,DraftKings,598,0.1604,0.0719,0.0171,61,B,,,,0.0,NO,,
2026-05-30,,Gunnar Henderson,Baltimore Orioles,Trey Yesavage,DraftKings,620,0.156,0.0724,0.0171,39,D,,,,0.0,NO,,
2026-05-30,,Drew Millas,Washington Nationals,Michael King,FanDuel,486,0.1876,0.0709,0.0169,57,B,,,,0.0,NO,,
2026-05-30,,Logan O'Hoppe,Los Angeles Angels,Drew Rasmussen,FanDuel,491,0.1859,0.0703,0.0167,67,B,,,,0.0,NO,,
2026-05-30,,Caleb Durbin,Boston Red Sox,Parker Messick,DraftKings,562,0.1678,0.0713,0.0167,46,C,,,,0.0,NO,,
2026-05-30,,Munetaka Murakami,Chicago White Sox,Framber Valdez,BetMGM,431,0.2049,0.0709,0.0166,66,B,,,,0.0,NO,,
2026-05-30,,Josh Naylor,Seattle Mariners,Ryne Nelson,FanDuel,431,0.2049,0.0709,0.0166,66,B,,,,0.0,NO,,
2026-05-30,,Jorge Barrosa,Arizona Diamondbacks,Bryan Woo,DraftKings,607,0.158,0.0709,0.0166,41,C,,,,0.0,NO,,
2026-05-30,,Christian Vázquez,Houston Astros,Brandon Sproat,BetMGM,484,0.1876,0.0709,0.0163,57,B,,,,0.0,NO,,
2026-05-30,,Ezequiel Duran,Texas Rangers,Seth Lugo,DraftKings,405,0.2136,0.0715,0.0156,70,B,,,,0.0,NO,,
2026-05-30,,Donovan Walton,Los Angeles Angels,Drew Rasmussen,DraftKings,409,0.2119,0.0709,0.0154,70,B,,,,0.0,NO,,
2026-05-30,,Nick Madrigal,Los Angeles Angels,Drew Rasmussen,BetMGM,560,0.1667,0.0709,0.0152,46,C,,,,0.0,NO,,
2026-05-30,,Nico Hoerner,Chicago Cubs,Kyle Leahy,FanDuel,408,0.2119,0.0709,0.015,70,B,,,,0.0,NO,,
2026-05-30,,Luis García Jr.,Washington Nationals,Michael King,DraftKings,445,0.198,0.0709,0.0145,62,B,,,,0.0,NO,,
2026-05-30,,Ernie Clement,Toronto Blue Jays,Brandon Young,BetMGM,441,0.1991,0.0713,0.0142,62,B,,,,0.0,NO,,
2026-05-30,,Mike Yastrzemski,Atlanta Braves,Brady Singer,DraftKings,621,0.1528,0.0709,0.0141,38,D,,,,0.0,NO,,
2026-05-30,,Bryson Stott,Philadelphia Phillies,Roki Sasaki,DraftKings,440,0.1992,0.0713,0.014,62,B,,,,0.0,NO,,
2026-05-30,,Andrew Benintendi,Chicago White Sox,Framber Valdez,BetMGM,594,0.158,0.0709,0.014,41,C,,,,0.0,NO,,
2026-05-30,,Isaac Paredes,Houston Astros,Brandon Sproat,BetMGM,405,0.2119,0.0709,0.0139,70,B,,,,0.0,NO,,
2026-05-30,,Hayden Senger,New York Mets,Tyler Phillips,BetMGM,474,0.1876,0.0709,0.0134,57,B,,,,0.0,NO,,
2026-05-30,,Luke Keaschall,Minnesota Twins,Mitch Keller,BetMGM,403,0.2119,0.0709,0.0131,70,B,,,,0.0,NO,,
2026-05-30,,Pete Crow-Armstrong,Chicago Cubs,Kyle Leahy,BetMGM,615,0.1528,0.0709,0.013,38,D,,,,0.0,NO,,
2026-05-30,,Kyle Karros,Colorado Rockies,Adrian Houser,BetMGM,588,0.1581,0.0709,0.0128,41,C,,,,0.0,NO,,
2026-05-30,,Alex Bregman,Chicago Cubs,Kyle Leahy,BetMGM,489,0.1824,0.0709,0.0126,54,C,,,,0.0,NO,,
2026-05-30,,Daylen Lile,Washington Nationals,Michael King,BetMGM,612,0.1528,0.0709,0.0124,38,D,,,,0.0,NO,,
2026-05-30,,Nick Kurtz,Athletics,Ryan Weathers,DraftKings,419,0.2049,0.0709,0.0123,66,B,,,,0.0,NO,,
2026-05-30,,Alex Bregman,Chicago Cubs,Kyle Leahy,DraftKings,488,0.1824,0.0709,0.0123,54,C,,,,0.0,NO,,
2026-05-30,,Braxton Fulford,Colorado Rockies,Adrian Houser,FanDuel,472,0.187,0.0707,0.0122,56,B,,,,0.0,NO,,
2026-05-30,,Ben Williamson,Tampa Bay Rays,Reid Detmers,BetMGM,399,0.2119,0.0709,0.0115,69,B,,,,0.0,NO,,
2026-05-30,,José Fermín,St. Louis Cardinals,Ben Brown,DraftKings,544,0.1667,0.0709,0.0114,45,C,,,,0.0,NO,,
2026-05-30,,Xander Bogaerts,San Diego Padres,Foster Griffin,BetMGM,544,0.1667,0.0709,0.0114,45,C,,,,0.0,NO,,
2026-05-30,,Brice Turang,Milwaukee Brewers,Peter Lambert,BetMGM,396,0.2129,0.0712,0.0113,69,B,,,,0.0,NO,,
2026-05-30,,J.P. Crawford,Seattle Mariners,Ryne Nelson,FanDuel,543,0.1667,0.0709,0.0112,45,C,,,,0.0,NO,,
2026-05-30,,Jose Siri,Los Angeles Angels,Drew Rasmussen,BetMGM,606,0.1528,0.0709,0.0112,38,D,,,,0.0,NO,,
2026-05-30,,Nolan Gorman,St. Louis Cardinals,Ben Brown,DraftKings,434,0.198,0.0709,0.0107,62,B,,,,0.0,NO,,
2026-05-30,,Nick Fortes,Tampa Bay Rays,Reid Detmers,BetMGM,444,0.1945,0.0709,0.0107,60,B,,,,0.0,NO,,
2026-05-30,,Konnor Griffin,Pittsburgh Pirates,Bailey Ober,BetMGM,541,0.1667,0.0709,0.0107,45,C,,,,0.0,NO,,
2026-05-30,,Alex Call,Los Angeles Dodgers,Jesús Luzardo,FanDuel,605,0.1523,0.0706,0.0104,38,D,,,,0.0,NO,,
2026-05-30,,Adley Rutschman,Baltimore Orioles,Trey Yesavage,DraftKings,452,0.1914,0.0724,0.0103,56,B,,,,0.0,NO,,
2026-05-30,,Jorge Barrosa,Arizona Diamondbacks,Bryan Woo,FanDuel,577,0.158,0.0709,0.0103,40,C,,,,0.0,NO,,
2026-05-30,,Charles McAdoo,Toronto Blue Jays,Brandon Young,FanDuel,393,0.213,0.0713,0.0102,69,B,,,,0.0,NO,,
2026-05-30,,William Contreras,Milwaukee Brewers,Peter Lambert,BetMGM,461,0.1885,0.0712,0.0102,56,B,,,,0.0,NO,,
2026-05-30,,Ben Rice,New York Yankees,J.T. Ginn,BetMGM,409,0.2065,0.0714,0.01,66,B,,,,0.0,NO,,
2026-05-30,,Andrés Chaparro,Washington Nationals,Michael King,BetMGM,413,0.2049,0.0709,0.01,65,B,,,,0.0,NO,,
2026-05-30,,Freddy Fermin,San Diego Padres,Foster Griffin,DraftKings,463,0.1876,0.0709,0.0099,56,B,,,,0.0,NO,,
2026-05-30,,Dillon Dingler,Detroit Tigers,Anthony Kay,DraftKings,450,0.1916,0.0724,0.0098,56,B,,,,0.0,NO,,
2026-05-30,,Kyle Karros,Colorado Rockies,Adrian Houser,DraftKings,575,0.1576,0.0707,0.0094,40,C,,,,0.0,NO,,
2026-05-30,,Austin Wells,New York Yankees,J.T. Ginn,DraftKings,456,0.189,0.0714,0.0091,56,B,,,,0.0,NO,,
2026-05-30,,Jeremiah Jackson,Baltimore Orioles,Trey Yesavage,BetMGM,418,0.2021,0.0724,0.009,62,B,,,,0.0,NO,,
2026-05-30,,Chadwick Tromp,Atlanta Braves,Brady Singer,BetMGM,459,0.1876,0.0709,0.0087,56,B,,,,0.0,NO,,
2026-05-30,,Will Smith,Los Angeles Dodgers,Jesús Luzardo,BetMGM,440,0.1938,0.0706,0.0086,60,B,,,,0.0,NO,,
2026-05-30,,Coby Mayo,Baltimore Orioles,Trey Yesavage,DraftKings,518,0.1702,0.0724,0.0084,45,C,,,,0.0,NO,,
2026-05-30,,Willi Castro,Colorado Rockies,Adrian Houser,FanDuel,531,0.1668,0.0709,0.0084,45,C,,,,0.0,NO,,
2026-05-30,,Ildemaro Vargas,Arizona Diamondbacks,Bryan Woo,DraftKings,408,0.2049,0.0709,0.0081,65,B,,,,0.0,NO,,
2026-05-30,,Ian Happ,Chicago Cubs,Kyle Leahy,DraftKings,567,0.158,0.0709,0.0081,40,C,,,,0.0,NO,,
2026-05-30,,Marcelo Mayer,Boston Red Sox,Parker Messick,BetMGM,470,0.1835,0.0713,0.008,53,C,,,,0.0,NO,,
2026-05-30,,Trea Turner,Philadelphia Phillies,Roki Sasaki,DraftKings,560,0.159,0.0713,0.0075,40,C,,,,0.0,NO,,
2026-05-30,,Daniel Susac,San Francisco Giants,Ryan Feltner,FanDuel,455,0.1876,0.0709,0.0074,56,B,,,,0.0,NO,,
2026-05-30,,Dansby Swanson,Chicago Cubs,Kyle Leahy,DraftKings,527,0.1667,0.0709,0.0072,45,C,,,,0.0,NO,,
2026-05-30,,Alec Bohm,Philadelphia Phillies,Roki Sasaki,DraftKings,522,0.1678,0.0713,0.007,45,C,,,,0.0,NO,,
2026-05-30,,Trevor Larnach,Minnesota Twins,Mitch Keller,BetMGM,585,0.1528,0.0709,0.0068,37,D,,,,0.0,NO,,
2026-05-30,,Brooks Lee,Minnesota Twins,Mitch Keller,DraftKings,469,0.1824,0.0709,0.0066,53,C,,,,0.0,NO,,
2026-05-30,,Dane Myers,Cincinnati Reds,Martín Pérez,BetMGM,562,0.1575,0.0707,0.0065,40,C,,,,0.0,NO,,
2026-05-30,,Anthony Volpe,New York Yankees,J.T. Ginn,DraftKings,554,0.1592,0.0714,0.0063,40,C,,,,0.0,NO,,
2026-05-30,,Carter Jensen,Kansas City Royals,Kumar Rocker,DraftKings,451,0.1876,0.0709,0.0061,56,B,,,,0.0,NO,,
2026-05-30,,Orlando Arcia,Minnesota Twins,Mitch Keller,FanDuel,520,0.1667,0.0709,0.0054,44,C,,,,0.0,NO,,
2026-05-30,,Endy Rodríguez,Pittsburgh Pirates,Bailey Ober,BetMGM,446,0.1876,0.0709,0.0044,55,B,,,,0.0,NO,,
2026-05-30,,Bo Bichette,New York Mets,Tyler Phillips,DraftKings,516,0.1667,0.0709,0.0044,44,C,,,,0.0,NO,,
2026-05-30,,Alex Freeland,Los Angeles Dodgers,Jesús Luzardo,FanDuel,380,0.2111,0.0706,0.0028,68,B,,,,0.0,NO,,
2026-05-30,,Luisangel Acuña,Chicago White Sox,Framber Valdez,FanDuel,544,0.158,0.0709,0.0028,39,D,,,,0.0,NO,,
2026-05-30,,Tyler Soderstrom,Athletics,Ryan Weathers,DraftKings,543,0.158,0.0709,0.0025,39,D,,,,0.0,NO,,
2026-05-30,,Sebastián Rivero,Los Angeles Angels,Drew Rasmussen,DraftKings,420,0.1945,0.0709,0.0022,59,B,,,,0.0,NO,,
2026-05-30,,Ben Williamson,Tampa Bay Rays,Reid Detmers,FanDuel,376,0.2119,0.0709,0.0018,68,B,,,,0.0,NO,,
2026-05-30,,Randal Grichuk,Chicago White Sox,Framber Valdez,BetMGM,419,0.1945,0.0709,0.0018,59,B,,,,0.0,NO,,
2026-05-30,,Spencer Steer,Cincinnati Reds,Martín Pérez,DraftKings,507,0.1662,0.0707,0.0014,44,C,,,,0.0,NO,,
2026-05-30,,Jeremy Peña,Houston Astros,Brandon Sproat,BetMGM,452,0.1824,0.0709,0.0012,52,C,,,,0.0,NO,,
2026-05-30,,Jonathan Aranda,Tampa Bay Rays,Reid Detmers,DraftKings,390,0.2049,0.0709,0.0009,64,B,,,,0.0,NO,,
2026-05-30,,Sung-Mun Song,San Diego Padres,Foster Griffin,DraftKings,407,0.198,0.0709,0.0007,61,B,,,,0.0,NO,,
2026-05-30,,Mitch Garver,Seattle Mariners,Ryne Nelson,FanDuel,413,0.1945,0.0709,-0.0004,59,C,,,,0.0,NO,,
2026-05-30,,Drew Romo,Chicago White Sox,Framber Valdez,DraftKings,432,0.1876,0.0709,-0.0004,55,C,,,,0.0,NO,,
2026-05-30,,Pedro Pagés,St. Louis Cardinals,Ben Brown,BetMGM,412,0.1945,0.0709,-0.0008,59,C,,,,0.0,NO,,
2026-05-30,,Zack Short,Detroit Tigers,Anthony Kay,FanDuel,536,0.1561,0.0724,-0.0011,36,D,,,,0.0,NO,,
2026-05-30,,Oliver Dunn,Tampa Bay Rays,Reid Detmers,DraftKings,495,0.1667,0.0709,-0.0013,44,C,,,,0.0,NO,,
2026-05-30,,Eric Haase,San Francisco Giants,Ryan Feltner,DraftKings,410,0.1945,0.0709,-0.0016,58,C,,,,0.0,NO,,
2026-05-30,,Tyler Soderstrom,Athletics,Ryan Weathers,BetMGM,525,0.158,0.0709,-0.002,39,D,,,,0.0,NO,,
2026-05-30,,Derek Hill,Chicago White Sox,Framber Valdez,FanDuel,441,0.1824,0.0709,-0.0025,52,C,,,,0.0,NO,,
2026-05-30,,Masyn Winn,St. Louis Cardinals,Ben Brown,FanDuel,440,0.1824,0.0709,-0.0028,52,C,,,,0.0,NO,,
2026-05-30,,José Fermín,St. Louis Cardinals,Ben Brown,BetMGM,490,0.1667,0.0709,-0.0028,43,C,,,,0.0,NO,,
2026-05-30,,Liam Hicks,Miami Marlins,Christian Scott,DraftKings,406,0.1945,0.0709,-0.0031,58,C,,,,0.0,NO,,
2026-05-30,,Yohendrick Piñango,Toronto Blue Jays,Brandon Young,BetMGM,515,0.1589,0.0713,-0.0037,39,D,,,,0.0,NO,,
2026-05-30,,Jonah Heim,Athletics,Ryan Weathers,DraftKings,422,0.1876,0.0709,-0.004,54,C,,,,0.0,NO,,
2026-05-30,,Joey Ortiz,Milwaukee Brewers,Peter Lambert,DraftKings,483,0.1675,0.0712,-0.004,43,C,,,,0.0,NO,,
2026-05-30,,Shea Langeliers,Athletics,Ryan Weathers,FanDuel,403,0.1945,0.0709,-0.0043,58,C,,,,0.0,NO,,
2026-05-30,,Sam Haggerty,Texas Rangers,Seth Lugo,BetMGM,531,0.1541,0.0715,-0.0044,36,D,,,,0.0,NO,,
2026-05-30,,Darell Hernaiz,Athletics,Ryan Weathers,BetMGM,484,0.1667,0.0709,-0.0045,43,C,,,,0.0,NO,,
2026-05-30,,Miguel Rojas,Los Angeles Dodgers,Jesús Luzardo,BetMGM,486,0.1661,0.0706,-0.0045,43,C,,,,0.0,NO,,
2026-05-30,,Isaac Collins,Kansas City Royals,Kumar Rocker,FanDuel,534,0.1528,0.0709,-0.0049,36,D,,,,0.0,NO,,
2026-05-30,,Brett Sullivan,Colorado Rockies,Adrian Houser,DraftKings,401,0.1946,0.0709,-0.005,58,C,,,,0.0,NO,,
2026-05-30,,Sam Haggerty,Texas Rangers,Seth Lugo,DraftKings,528,0.1541,0.0715,-0.0051,36,D,,,,0.0,NO,,
2026-05-30,,Bobby Witt Jr.,Kansas City Royals,Kumar Rocker,DraftKings,511,0.158,0.0709,-0.0056,38,D,,,,0.0,NO,,
2026-05-30,,Victor Scott II,St. Louis Cardinals,Ben Brown,DraftKings,531,0.1528,0.0709,-0.0056,36,D,,,,0.0,NO,,
2026-05-30,,Jackson Chourio,Milwaukee Brewers,Peter Lambert,DraftKings,508,0.1588,0.0712,-0.0057,38,D,,,,0.0,NO,,
2026-05-30,,Colson Montgomery,Chicago White Sox,Framber Valdez,BetMGM,359,0.2119,0.0709,-0.006,67,C,,,,0.0,NO,,
2026-05-30,,Jeff McNeil,Athletics,Ryan Weathers,DraftKings,390,0.198,0.0709,-0.0061,60,C,,,,0.0,NO,,
2026-05-30,,J.C. Escarra,New York Yankees,J.T. Ginn,BetMGM,394,0.196,0.0714,-0.0064,58,C,,,,0.0,NO,,
2026-05-30,,Brice Matthews,Houston Astros,Brandon Sproat,BetMGM,527,0.1528,0.0709,-0.0067,36,D,,,,0.0,NO,,
2026-05-30,,Zach Neto,Los Angeles Angels,Drew Rasmussen,FanDuel,502,0.1588,0.0712,-0.0073,42,C,,,,0.0,NO,,
2026-05-30,,Austin Hedges,Cleveland Guardians,Sonny Gray,BetMGM,413,0.1876,0.0709,-0.0074,54,C,,,,0.0,NO,,
2026-05-30,,Edmundo Sosa,Philadelphia Phillies,Roki Sasaki,FanDuel,423,0.1835,0.0713,-0.0077,51,C,,,,0.0,NO,,
2026-05-30,,Mauricio Dubón,Atlanta Braves,Brady Singer,FanDuel,503,0.158,0.0709,-0.0078,38,D,,,,0.0,NO,,
2026-05-30,,Joe Mack,Miami Marlins,Christian Scott,FanDuel,409,0.1876,0.0709,-0.0089,54,C,,,,0.0,NO,,
2026-05-30,,JJ Bleday,Cincinnati Reds,Martín Pérez,FanDuel,424,0.1818,0.0707,-0.0091,51,C,,,,0.0,NO,,
2026-05-30,,Nick Madrigal,Los Angeles Angels,Drew Rasmussen,FanDuel,468,0.1667,0.0709,-0.0093,43,C,,,,0.0,NO,,
2026-05-30,,Vaughn Grissom,Los Angeles Angels,Drew Rasmussen,BetMGM,421,0.1824,0.0709,-0.0096,51,C,,,,0.0,NO,,
2026-05-30,,Masyn Winn,St. Louis Cardinals,Ben Brown,DraftKings,421,0.1824,0.0709,-0.0096,51,C,,,,0.0,NO,,
2026-05-30,,Nick Allen,Houston Astros,Brandon Sproat,BetMGM,467,0.1667,0.0709,-0.0096,43,C,,,,0.0,NO,,
2026-05-30,,Luke Keaschall,Minnesota Twins,Mitch Keller,DraftKings,351,0.2119,0.0709,-0.0098,67,C,,,,0.0,NO,,
2026-05-30,,Hunter Goodman,Colorado Rockies,Adrian Houser,BetMGM,362,0.2051,0.0709,-0.0114,63,C,,,,0.0,NO,,
2026-05-30,,Tyler Tolbert,Kansas City Royals,Kumar Rocker,DraftKings,416,0.1824,0.0709,-0.0114,51,C,,,,0.0,NO,,
2026-05-30,,Willy Adames,San Francisco Giants,Ryan Feltner,FanDuel,461,0.1667,0.0709,-0.0115,42,C,,,,0.0,NO,,
2026-05-30,,Isaac Collins,Kansas City Royals,Kumar Rocker,DraftKings,507,0.1528,0.0709,-0.0119,35,D,,,,0.0,NO,,
2026-05-30,,Connor Wong,Boston Red Sox,Parker Messick,FanDuel,381,0.1957,0.0713,-0.0122,57,C,,,,0.0,NO,,
2026-05-30,,Aramis Garcia,Arizona Diamondbacks,Bryan Woo,FanDuel,400,0.1876,0.0709,-0.0124,53,C,,,,0.0,NO,,
2026-05-30,,Danny Jansen,Texas Rangers,Seth Lugo,DraftKings,396,0.1891,0.0715,-0.0125,54,C,,,,0.0,NO,,
2026-05-30,,Nick Gonzales,Pittsburgh Pirates,Bailey Ober,BetMGM,413,0.1824,0.0709,-0.0126,51,C,,,,0.0,NO,,
2026-05-30,,Jahmai Jones,Detroit Tigers,Anthony Kay,FanDuel,403,0.1861,0.0723,-0.0127,51,C,,,,0.0,NO,,
2026-05-30,,Bryan Reynolds,Pittsburgh Pirates,Bailey Ober,DraftKings,485,0.158,0.0709,-0.0129,38,D,,,,0.0,NO,,
2026-05-30,,Zack Short,Detroit Tigers,Anthony Kay,DraftKings,492,0.156,0.0723,-0.0129,35,D,,,,0.0,NO,,
2026-05-30,,Hunter Feduccia,Tampa Bay Rays,Reid Detmers,BetMGM,398,0.1876,0.0709,-0.0132,53,C,,,,0.0,NO,,
2026-05-30,,Thomas Saggese,St. Louis Cardinals,Ben Brown,BetMGM,484,0.158,0.0709,-0.0132,38,D,,,,0.0,NO,,
2026-05-30,,Keibert Ruiz,Washington Nationals,Michael King,BetMGM,381,0.1945,0.0709,-0.0134,57,C,,,,0.0,NO,,
2026-05-30,,Angel Martínez,Cleveland Guardians,Sonny Gray,FanDuel,483,0.158,0.0709,-0.0135,37,D,,,,0.0,NO,,
2026-05-30,,Xavier Edwards,Miami Marlins,Christian Scott,BetMGM,370,0.199,0.0713,-0.0138,79,C,,,,0.0,NO,,
2026-05-30,,Salvador Perez,Kansas City Royals,Kumar Rocker,FanDuel,380,0.1945,0.0709,-0.0138,57,C,,,,0.0,NO,,
2026-05-30,,Braden Shewmake,Houston Astros,Brandon Sproat,FanDuel,371,0.198,0.0709,-0.0143,59,C,,,,0.0,NO,,
2026-05-30,,Henry Bolte,Athletics,Ryan Weathers,DraftKings,497,0.1528,0.0709,-0.0147,35,D,,,,0.0,NO,,
2026-05-30,,Jake Bauers,Milwaukee Brewers,Peter Lambert,FanDuel,353,0.2059,0.0712,-0.0148,63,C,,,,0.0,NO,,
2026-05-30,,Zach Neto,Los Angeles Angels,Drew Rasmussen,BetMGM,476,0.1588,0.0712,-0.0148,42,C,,,,0.0,NO,,
2026-05-30,,Oswald Peraza,Los Angeles Angels,Drew Rasmussen,BetMGM,369,0.198,0.0709,-0.0152,59,C,,,,0.0,NO,,
2026-05-30,,Bryce Harper,Philadelphia Phillies,Roki Sasaki,FanDuel,333,0.2153,0.072,-0.0157,94,C,,,,0.0,NO,,
2026-05-30,,Julio Rodríguez,Seattle Mariners,Ryne Nelson,FanDuel,492,0.1528,0.0709,-0.0161,34,D,,,,0.0,NO,,
2026-05-30,,Blaze Alexander,Baltimore Orioles,Trey Yesavage,FanDuel,394,0.1861,0.0724,-0.0163,50,C,,,,0.0,NO,,
2026-05-30,,Edouard Julien,Colorado Rockies,Adrian Houser,DraftKings,403,0.1818,0.0707,-0.017,50,C,,,,0.0,NO,,
2026-05-30,,Justin Foscue,Texas Rangers,Seth Lugo,FanDuel,361,0.1996,0.0715,-0.0173,59,C,,,,0.0,NO,,
2026-05-30,,Mitch Garver,Seattle Mariners,Ryne Nelson,BetMGM,372,0.1945,0.0709,-0.0174,57,C,,,,0.0,NO,,
2026-05-30,,Anthony Volpe,New York Yankees,J.T. Ginn,BetMGM,465,0.1592,0.0714,-0.0177,37,D,,,,0.0,NO,,
2026-05-30,,Andruw Monasterio,Boston Red Sox,Parker Messick,BetMGM,482,0.1538,0.0713,-0.018,34,D,,,,0.0,NO,,
2026-05-30,,Alex Jackson,Minnesota Twins,Mitch Keller,BetMGM,386,0.1876,0.0709,-0.0182,53,C,,,,0.0,NO,,
2026-05-30,,Miguel Amaya,Chicago Cubs,Kyle Leahy,DraftKings,370,0.1945,0.0709,-0.0183,56,C,,,,0.0,NO,,
2026-05-30,,Gabriel Moreno,Arizona Diamondbacks,Bryan Woo,DraftKings,370,0.1945,0.0709,-0.0183,56,C,,,,0.0,NO,,
2026-05-30,,Ramón Laureano,San Diego Padres,Foster Griffin,DraftKings,467,0.158,0.0709,-0.0183,37,D,,,,0.0,NO,,
2026-05-30,,Nick Sogard,Boston Red Sox,Parker Messick,FanDuel,463,0.159,0.0713,-0.0186,37,D,,,,0.0,NO,,
2026-05-30,,Mookie Betts,Los Angeles Dodgers,Jesús Luzardo,BetMGM,458,0.1604,0.0719,-0.0188,57,C,,,,0.0,NO,,
2026-05-30,,Rodolfo Durán,San Diego Padres,Foster Griffin,DraftKings,367,0.1945,0.0709,-0.0196,56,C,,,,0.0,NO,,
2026-05-30,,Blake Perkins,Milwaukee Brewers,Peter Lambert,FanDuel,477,0.1536,0.0712,-0.0197,34,D,,,,0.0,NO,,
2026-05-30,,Weston Wilson,Baltimore Orioles,Trey Yesavage,DraftKings,451,0.1613,0.0724,-0.0202,37,D,,,,0.0,NO,,
2026-05-30,,Dansby Swanson,Chicago Cubs,Kyle Leahy,FanDuel,433,0.1667,0.0709,-0.0209,41,C,,,,0.0,NO,,
