Date,GameTimeUTC,GameTimeET,GameTime,Game,LineupSpot,Player,player_id,LineupSource,Team,Pitcher,ISO,Pitcher_HR9,HardHit,FlyBall,BarrelRate,ExitVelocity,LaunchAngle,RecentHRRate,ParkFactor,WindFactor,Matchup,FanDuel,DraftKings,BetMGM,PitcherVulnerability,FallbackType,PitcherFallbackType,TruePowerIndex,ContactQualityScore,LaunchProfileScore,PulledAirScore,PitcherHRWeaknessScore,PitcherLineupWeakSpot,EnrichmentScore,EnrichmentTier,BestBook,BestOdds,HasOdds,LineupSpotAdj,RawHRScore,RawDecisionScore,RawSmashScore,HRScore,DecisionScore,SmashScore,PowerScore,Confidence,BestImpliedProb,RawModelProb,ModelProb,Edge,EVScore,Grade,Tier,Play,TopHRRank,TopEdgeRank,TopProbRank,TopSmashRank,PlayCode,TierCode,Reason,Stake,PitcherScore,PitcherLineupScore,SmashTier
2026-06-04,2026-06-05T00:05:00+00:00,2026-06-04T20:05:00-04:00,8:05 PM,Athletics vs Chicago Cubs,8,Ian Happ,664023,power_roster,Chicago Cubs,J.T. Ginn,0.245,1.38,47.5,,12.5,,,0.145,0.0,0.0,0.0,340.0,345.0,280.0,59.5,SMART_POWER_BAT_V2_1,SMART_PITCHER_V2_2,343.0,10.0,10.0,8.0,6.0,0,80.25,V2 STRONG,DraftKings,345.0,True,0,408.17,215.639,306.2345,85.8,71.6,68.52,343.0,75.92,0.2247191011235955,0.1677,0.1677,-0.057019,-5.7,B,LOW,PASS,24,116,35,52,PASS,LOW,V3.11 filter removed negative-edge official play,0.0,6.0,0,LOW
2026-06-04,2026-06-04T23:15:00+00:00,2026-06-04T19:15:00-04:00,7:15 PM,Toronto Blue Jays vs Atlanta Braves,6,Ha-Seong Kim,673490,power_roster,Atlanta Braves,TBD,0.181,1.46,40.1,,8.3,,,0.091,0.0,0.0,0.0,,,,63.4,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,254.16,9.0,7.0,5.0,7.0,10,81.48,V2 STRONG,NO_ODDS,,False,2,380.38939999999997,219.02523000000002,335.1262899999999,72.84,75.31,83.95,254.16,75.49,,0.1685,0.1685,0.0,0.0,B,LOW,NO ODDS,45,69,32,27,NO_ODDS,LOW,No sportsbook odds available,0.0,7.0,10,LOW
2026-06-04,2026-06-05T00:10:00+00:00,2026-06-04T20:10:00-04:00,8:10 PM,Pittsburgh Pirates vs Houston Astros,4,Isaac Paredes,670623,power_roster,Houston Astros,Jared Jones,0.201,1.14,42.1,,9.4,,,0.108,0.0,0.0,0.0,630.0,610.0,425.0,48.6,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,280.04,10.0,8.0,6.0,5.0,10,76.85,V2 WATCH,FanDuel,630.0,True,8,385.2486,225.49437,328.39701,78.4,81.48,79.63,280.04,75.37,0.136986301369863,0.1659,0.1659,0.028914,2.89,B,LOW,PASS,36,39,36,34,PASS,LOW,Positive edge but decision score below official-card threshold,0.0,5.0,10,LOW
2026-06-04,2026-06-04T23:15:00+00:00,2026-06-04T19:15:00-04:00,7:15 PM,Toronto Blue Jays vs Atlanta Braves,6,Kazuma Okamoto,672960,power_roster,Toronto Blue Jays,Chris Sale,0.176,1.5,39.6,,8.1,,,0.089,0.0,0.0,0.0,590.0,620.0,475.0,65.1,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,248.8,9.0,7.0,5.0,7.0,10,85.19,V2 STRONG,DraftKings,620.0,True,2,376.867,218.70765000000003,333.82845,69.14,74.07,82.72,248.8,74.51,0.1388888888888889,0.1678,0.1678,0.028911,2.89,B,LOW,PASS,51,40,34,29,PASS,LOW,Positive edge but decision score below official-card threshold,0.0,7.0,10,LOW
2026-06-04,2026-06-04T17:35:00+00:00,2026-06-04T13:35:00-04:00,1:35 PM,Cleveland Guardians vs New York Yankees,5,Angel Martínez,682657,confirmed,Cleveland Guardians,Carlos Rodón,0.198,1.1,41.8,,9.3,,,0.106,0.0,0.0,0.0,540.0,485.0,475.0,46.9,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,276.7,10.0,8.0,6.0,5.0,10,74.38,V2 WATCH,FanDuel,540.0,True,9,381.733,224.35485,326.25655,75.31,80.86,79.01,276.7,73.27,0.15625,0.1626,0.1626,0.00635,0.64,B,LOW,PASS,41,62,38,35,PASS,LOW,Positive edge but decision score below official-card threshold,0.0,5.0,10,LOW
2026-06-04,2026-06-04T23:40:00+00:00,2026-06-04T19:40:00-04:00,7:40 PM,Kansas City Royals vs Minnesota Twins,6,Brooks Lee,686797,power_roster,Minnesota Twins,Seth Lugo,0.175,1.46,39.5,,8.1,,,0.088,0.0,0.0,0.0,590.0,600.0,525.0,63.7,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,247.78,9.0,7.0,5.0,7.0,10,82.1,V2 STRONG,DraftKings,600.0,True,2,374.78520000000003,216.71834000000004,331.79481999999996,68.52,72.22,81.48,247.78,72.9,0.14285714285714285,0.1652,0.1652,0.022343,2.23,B,LOW,PASS,52,46,37,31,PASS,LOW,Positive edge but decision score below official-card threshold,0.0,7.0,10,LOW
2026-06-04,2026-06-04T17:05:00+00:00,2026-06-04T13:05:00-04:00,1:05 PM,San Diego Padres vs Philadelphia Phillies,1,Kyle Schwarber,656941,confirmed,Philadelphia Phillies,Lucas Giolito,0.246,1.23,47.6,,12.6,,,0.146,0.0,0.0,0.0,290.0,270.0,,52.5,SMART_POWER_BAT_V2_1,SMART_PITCHER_V2_2,344.6,10.0,10.0,8.0,6.0,0,70.68,V2 WATCH,FanDuel,290.0,True,0,403.789,209.87505,299.85114999999996,84.57,67.9,64.2,344.6,72.35,0.2564102564102564,0.1618,0.1618,-0.09461,-9.46,B,LOW,PASS,26,134,39,59,PASS,LOW,V3.11 filter removed negative-edge official play,0.0,6.0,0,LOW
2026-06-04,2026-06-04T23:40:00+00:00,2026-06-04T19:40:00-04:00,7:40 PM,Kansas City Royals vs Minnesota Twins,5,Nick Loftin,679845,power_roster,Kansas City Royals,Andrew Morris,0.199,1.07,41.9,,9.3,,,0.107,0.0,0.0,0.0,980.0,960.0,900.0,45.5,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,277.72,10.0,8.0,6.0,5.0,10,71.91,V2 WATCH,FanDuel,980.0,True,9,381.43480000000005,223.32316,325.35718,74.69,79.63,78.4,277.72,71.98,0.09259259259259259,0.1604,0.1604,0.067807,6.78,C,LOW,PASS,42,13,41,36,PASS,LOW,Positive edge but decision score below official-card threshold,0.0,5.0,10,LOW
2026-06-04,2026-06-05T01:40:00+00:00,2026-06-04T21:40:00-04:00,9:40 PM,Los Angeles Dodgers vs Arizona Diamondbacks,5,Ketel Marte,606466,power_roster,Arizona Diamondbacks,Justin Wrobleski,0.2,1.02,42.0,,9.4,,,0.108,0.0,0.0,0.0,410.0,389.0,400.0,43.0,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,279.32,10.0,8.0,6.0,5.0,10,68.21,V2 LEAN,FanDuel,410.0,True,9,380.8788,221.64796,323.68758,73.46,78.4,76.54,279.32,70.19,0.19607843137254902,0.1575,0.1575,-0.038578,-3.86,C,LOW,PASS,44,102,45,39,PASS,LOW,V3.11 filter removed negative-edge official play,0.0,5.0,10,LOW
2026-06-04,2026-06-04T17:05:00+00:00,2026-06-04T13:05:00-04:00,1:05 PM,San Diego Padres vs Philadelphia Phillies,3,Manny Machado,592518,confirmed,San Diego Padres,Zack Wheeler,0.202,1.52,42.2,,9.5,,,0.109,0.0,0.0,0.0,750.0,550.0,,66.5,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,281.64,10.0,8.0,6.0,7.0,0,75.93,V2 WATCH,FanDuel,750.0,True,10,372.03259999999995,213.69716999999997,300.99640999999997,67.28,70.37,64.81,281.64,70.18,0.11764705882352941,0.1612,0.1612,0.043553,4.36,C,LOW,PASS,54,29,40,58,PASS,LOW,Positive edge but decision score below official-card threshold,0.0,7.0,0,LOW
2026-06-04,2026-06-04T17:35:00+00:00,2026-06-04T13:35:00-04:00,1:35 PM,Cleveland Guardians vs New York Yankees,4,Travis Bazzana,683953,confirmed,Cleveland Guardians,Carlos Rodón,0.196,1.1,41.6,,9.2,,,0.105,0.0,0.0,0.0,880.0,800.0,575.0,46.9,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,274.38,10.0,8.0,6.0,5.0,10,74.38,V2 WATCH,FanDuel,880.0,True,8,378.55420000000004,221.52439,323.36397000000005,70.37,77.78,75.93,274.38,69.75,0.10204081632653061,0.1576,0.1576,0.055559,5.56,C,LOW,PASS,49,23,44,40,PASS,LOW,Positive edge but decision score below official-card threshold,0.0,5.0,10,LOW
2026-06-04,2026-06-04T17:35:00+00:00,2026-06-04T13:35:00-04:00,1:35 PM,Cleveland Guardians vs New York Yankees,2,Ben Rice,700250,confirmed,New York Yankees,Slade Cecconi,0.249,1.24,47.9,,12.6,,,0.147,0.0,0.0,0.0,240.0,245.0,200.0,53.2,SMART_POWER_BAT_V2_1,SMART_PITCHER_V2_2,347.06,10.0,10.0,8.0,6.0,0,72.84,V2 WATCH,DraftKings,245.0,True,-8,398.4954,196.97293000000002,289.53838999999994,82.72,60.49,61.11,347.06,69.32,0.2898550724637681,0.1578,0.1578,-0.132055,-13.21,C,LOW,PASS,29,140,43,64,PASS,LOW,V3.11 filter removed negative-edge official play,0.0,6.0,0,LOW
2026-06-04,2026-06-04T23:40:00+00:00,2026-06-04T19:40:00-04:00,7:40 PM,Kansas City Royals vs Minnesota Twins,4,Michael Massey,686681,power_roster,Kansas City Royals,Andrew Morris,0.197,1.07,41.7,,9.3,,,0.106,0.0,0.0,0.0,680.0,670.0,550.0,45.5,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,275.98,10.0,8.0,6.0,5.0,10,71.91,V2 WATCH,FanDuel,680.0,True,8,378.9332,220.79743999999997,322.84662000000003,70.99,77.16,75.31,275.98,69.14,0.1282051282051282,0.1563,0.1563,0.028095,2.81,C,LOW,PASS,48,41,47,41,PASS,LOW,Positive edge but decision score below official-card threshold,0.0,5.0,10,LOW
2026-06-04,2026-06-04T18:10:00+00:00,2026-06-04T14:10:00-04:00,2:10 PM,San Francisco Giants vs Milwaukee Brewers,3,Luis Arraez,650333,confirmed,San Francisco Giants,Coleman Crow,0.2,1.52,42.0,,9.4,,,0.108,0.0,0.0,0.0,1300.0,1300.0,1000.0,66.2,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,279.32,10.0,8.0,6.0,7.0,0,75.31,V2 WATCH,FanDuel,1300.0,True,10,369.5988,212.38696,299.33957999999996,66.05,69.75,63.58,279.32,68.7,0.07142857142857142,0.1588,0.1588,0.087371,8.74,C,LOW,PASS,56,10,42,60,PASS,LOW,Positive edge but decision score below official-card threshold,0.0,7.0,0,LOW
2026-06-04,2026-06-05T01:40:00+00:00,2026-06-04T21:40:00-04:00,9:40 PM,Los Angeles Dodgers vs Arizona Diamondbacks,4,Pavin Smith,656976,power_roster,Arizona Diamondbacks,Justin Wrobleski,0.199,1.02,41.9,,9.4,,,0.107,0.0,0.0,0.0,,,,43.0,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,278.3,10.0,8.0,6.0,5.0,10,68.21,V2 LEAN,NO_ODDS,,False,8,378.987,219.39665,321.57045000000005,71.6,76.54,74.69,278.3,68.52,,0.1551,0.1551,0.0,0.0,C,LOW,NO ODDS,47,69,50,42,NO_ODDS,LOW,No sportsbook odds available,0.0,5.0,10,LOW
2026-06-04,2026-06-04T17:35:00+00:00,2026-06-04T13:35:00-04:00,1:35 PM,Baltimore Orioles vs Boston Red Sox,8,Coby Mayo,691723,confirmed,Baltimore Orioles,Brayan Bello,0.246,1.17,47.6,,12.5,,,0.145,0.0,0.0,0.0,540.0,565.0,525.0,50.0,SMART_POWER_BAT_V2_1,SMART_PITCHER_V2_2,343.72,10.0,10.0,8.0,5.0,0,66.67,V2 LEAN,DraftKings,565.0,True,0,394.20480000000003,204.05966,288.90168,81.48,64.81,60.49,343.72,68.33,0.15037593984962405,0.1553,0.1553,0.004924,0.49,C,LOW,PASS,31,63,49,65,PASS,LOW,Positive edge but decision score below official-card threshold,0.0,5.0,0,LOW
2026-06-04,2026-06-04T17:35:00+00:00,2026-06-04T13:35:00-04:00,1:35 PM,Baltimore Orioles vs Boston Red Sox,4,Willson Contreras,575929,confirmed,Boston Red Sox,Trevor Rogers,0.206,0.98,42.6,,9.9,,,0.116,0.0,0.0,0.0,370.0,365.0,310.0,41.0,SMART_MID_POWER_V2_1,SMART_PITCHER_V2_2,288.94,10.0,8.0,6.0,4.0,10,63.89,V2 LEAN,FanDuel,370.0,True,8,380.9796,218.81331999999998,317.92786,74.07,74.69,73.46,288.94,68.15,0.2127659574468085,0.1542,0.1542,-0.058566,-5.86,C,LOW,PASS,43,118,51,44,PASS,LOW,V3.11 filter removed negative-edge official play,0.0,4.0,10,LOW
2026-06-04,2026-06-05T00:05:00+00:00,2026-06-04T20:05:00-04:00,8:05 PM,Athletics vs Chicago Cubs,6,Alex Bregman,608324,power_roster,Chicago Cubs,J.T. Ginn,0.176,1.38,39.6,,8.2,,,0.089,0.0,0.0,0.0,540.0,520.0,375.0,59.5,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,249.38,9.0,7.0,5.0,6.0,10,79.01,V2 WATCH,FanDuel,540.0,True,2,366.2842,211.28039,320.56946999999997,65.43,69.14,74.07,249.38,68.15,0.15625,0.1574,0.1574,0.00115,0.12,C,LOW,PASS,57,67,46,43,PASS,LOW,Positive edge but decision score below official-card threshold,0.0,6.0,10,LOW
2026-06-04,2026-06-04T23:40:00+00:00,2026-06-04T19:40:00-04:00,7:40 PM,Kansas City Royals vs Minnesota Twins,3,Kody Clemens,665019,power_roster,Minnesota Twins,Seth Lugo,0.203,1.46,42.3,,9.5,,,0.109,0.0,0.0,0.0,390.0,395.0,400.0,63.7,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,282.36,10.0,8.0,6.0,7.0,0,69.75,V2 LEAN,BetMGM,400.0,True,10,370.2624,210.79558000000003,298.45684,66.67,68.52,62.96,282.36,67.35,0.2,0.1562,0.1562,-0.0438,-4.38,C,LOW,PASS,55,105,48,61,PASS,LOW,V3.11 filter removed negative-edge official play,0.0,7.0,0,LOW
2026-06-04,2026-06-04T17:35:00+00:00,2026-06-04T13:35:00-04:00,1:35 PM,Cleveland Guardians vs New York Yankees,6,José Caballero,676609,confirmed,New York Yankees,Slade Cecconi,0.181,1.24,40.1,,8.3,,,0.091,0.0,0.0,0.0,880.0,920.0,600.0,53.2,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,254.16,9.0,7.0,5.0,6.0,10,69.14,V2 LEAN,DraftKings,920.0,True,2,365.21939999999995,207.07373,316.66679,64.81,65.43,72.22,254.16,65.86,0.09803921568627451,0.1538,0.1538,0.055761,5.58,C,LOW,PASS,58,22,52,46,PASS,LOW,Positive edge but decision score below official-card threshold,0.0,6.0,10,LOW
2026-06-04,2026-06-04T18:10:00+00:00,2026-06-04T14:10:00-04:00,2:10 PM,San Francisco Giants vs Milwaukee Brewers,4,William Contreras,661388,confirmed,Milwaukee Brewers,Adrian Houser,0.209,0.89,42.9,,10.0,,,0.117,0.0,0.0,0.0,730.0,720.0,450.0,36.8,SMART_MID_POWER_V2_1,SMART_PITCHER_V2_2,291.98,10.0,8.0,7.0,4.0,10,62.35,V2 LEAN,FanDuel,730.0,True,8,380.1982,217.23669,315.26437,72.22,73.46,71.6,291.98,65.56,0.12048192771084337,0.1498,0.1498,0.029318,2.93,C,LOW,PASS,46,37,53,47,PASS,LOW,Positive edge but decision score below official-card threshold,0.0,4.0,10,LOW
2026-06-04,2026-06-04T23:15:00+00:00,2026-06-04T19:15:00-04:00,7:15 PM,Toronto Blue Jays vs Atlanta Braves,3,Vladimir Guerrero Jr.,665489,power_roster,Toronto Blue Jays,Chris Sale,0.195,1.5,41.5,,9.2,,,0.105,0.0,0.0,0.0,520.0,596.0,600.0,65.1,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,273.66,10.0,8.0,6.0,7.0,0,73.46,V2 WATCH,BetMGM,600.0,True,10,363.4144,208.92148000000003,294.93503999999996,62.96,66.05,61.73,273.66,65.43,0.14285714285714285,0.1538,0.1538,0.010943,1.09,C,LOW,PASS,61,58,52,63,PASS,LOW,Positive edge but decision score below official-card threshold,0.0,7.0,0,LOW
2026-06-04,2026-06-04T17:35:00+00:00,2026-06-04T13:35:00-04:00,1:35 PM,Baltimore Orioles vs Boston Red Sox,5,Isiah Kiner-Falefa,643396,confirmed,Boston Red Sox,Trevor Rogers,0.201,0.98,42.1,,9.4,,,0.108,0.0,0.0,0.0,980.0,1020.0,900.0,41.0,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,280.04,10.0,8.0,6.0,4.0,10,63.89,V2 LEAN,DraftKings,1020.0,True,9,373.28860000000003,216.75236999999998,314.21101000000004,67.9,72.84,70.37,280.04,64.51,0.08928571428571429,0.149,0.149,0.059714,5.97,C,LOW,PASS,53,17,54,49,PASS,LOW,Positive edge but decision score below official-card threshold,0.0,4.0,10,LOW
2026-06-04,2026-06-04T23:40:00+00:00,2026-06-04T19:40:00-04:00,7:40 PM,Kansas City Royals vs Minnesota Twins,2,Salvador Perez,521692,power_roster,Kansas City Royals,Andrew Morris,0.251,1.07,48.1,,12.7,,,0.148,0.0,0.0,0.0,440.0,426.0,390.0,45.5,SMART_POWER_BAT_V2_1,SMART_PITCHER_V2_2,349.38,10.0,10.0,8.0,5.0,0,58.64,LOW,FanDuel,440.0,True,-8,387.6292,186.99314,275.04022,79.01,56.17,56.79,349.38,62.34,0.18518518518518517,0.1459,0.1459,-0.039285,-3.93,C,LOW,PASS,35,103,57,71,PASS,LOW,V3.11 filter removed negative-edge official play,0.0,5.0,0,LOW
2026-06-04,2026-06-05T00:05:00+00:00,2026-06-04T20:05:00-04:00,8:05 PM,Athletics vs Chicago Cubs,3,Michael Busch,683737,power_roster,Chicago Cubs,J.T. Ginn,0.197,1.38,41.7,,9.3,,,0.106,0.0,0.0,0.0,,,,59.5,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,275.98,10.0,8.0,6.0,6.0,0,62.96,V2 LEAN,NO_ODDS,,False,10,354.3332,201.08994,282.63662,61.11,64.2,58.64,275.98,61.85,,0.1477,0.1477,0.0,0.0,C,LOW,NO ODDS,64,69,55,68,NO_ODDS,LOW,No sportsbook odds available,0.0,6.0,0,LOW
2026-06-04,2026-06-05T00:10:00+00:00,2026-06-04T20:10:00-04:00,8:10 PM,Pittsburgh Pirates vs Houston Astros,6,Nick Allen,669397,power_roster,Houston Astros,Jared Jones,0.182,1.14,40.2,,8.4,,,0.092,0.0,0.0,0.0,,,1250.0,48.6,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,255.76,9.0,7.0,5.0,5.0,10,61.11,V2 LEAN,BetMGM,1250.0,True,2,356.3784,200.16778000000002,305.02243999999996,62.35,62.96,67.9,255.76,61.05,0.07407407407407407,0.1455,0.1455,0.071426,7.14,C,LOW,PASS,62,12,58,53,PASS,LOW,Positive edge but decision score below official-card threshold,0.0,5.0,10,LOW
2026-06-04,2026-06-05T00:10:00+00:00,2026-06-04T20:10:00-04:00,8:10 PM,Pittsburgh Pirates vs Houston Astros,6,Nick Gonzales,693304,power_roster,Pittsburgh Pirates,Kai-Wei Teng,0.175,1.21,39.5,,8.1,,,0.088,0.0,0.0,0.0,1040.0,980.0,775.0,51.8,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,247.78,9.0,7.0,5.0,5.0,10,67.28,V2 LEAN,FanDuel,1040.0,True,2,351.6702,200.23159000000004,303.77957,59.26,63.58,67.28,247.78,60.99,0.08771929824561403,0.1461,0.1461,0.058381,5.84,C,LOW,PASS,67,18,56,54,PASS,LOW,Positive edge but decision score below official-card threshold,0.0,5.0,10,LOW
2026-06-04,2026-06-05T01:40:00+00:00,2026-06-04T21:40:00-04:00,9:40 PM,Los Angeles Dodgers vs Arizona Diamondbacks,4,Alex Freeland,690976,power_roster,Los Angeles Dodgers,Ryne Nelson,0.196,0.92,41.6,,9.2,,,0.106,0.0,0.0,0.0,820.0,720.0,900.0,38.1,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,274.68,10.0,8.0,6.0,4.0,10,58.02,LOW,BetMGM,900.0,True,8,364.8562,209.51029,306.54467,64.2,66.67,69.14,274.68,60.37,0.1,0.1429,0.1429,0.0429,4.29,C,LOW,PASS,59,30,61,51,PASS,LOW,Positive edge but decision score below official-card threshold,0.0,4.0,10,LOW
2026-06-04,2026-06-04T17:35:00+00:00,2026-06-04T13:35:00-04:00,1:35 PM,Baltimore Orioles vs Boston Red Sox,6,Leody Taveras,665750,confirmed,Baltimore Orioles,Brayan Bello,0.177,1.17,39.7,,8.2,,,0.089,0.0,0.0,0.0,920.0,940.0,700.0,50.0,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,250.1,9.0,7.0,5.0,5.0,10,64.81,V2 LEAN,DraftKings,940.0,True,2,352.319,199.54605000000004,303.23664999999994,59.88,62.35,66.67,250.1,60.19,0.09615384615384616,0.1446,0.1446,0.048446,4.84,C,LOW,PASS,66,28,59,55,PASS,LOW,Positive edge but decision score below official-card threshold,0.0,5.0,10,LOW
2026-06-04,2026-06-05T01:40:00+00:00,2026-06-04T21:40:00-04:00,9:40 PM,Los Angeles Dodgers vs Arizona Diamondbacks,8,Mookie Betts,605141,power_roster,Los Angeles Dodgers,Ryne Nelson,0.251,0.92,48.1,,12.7,,,0.148,0.0,0.0,0.0,590.0,650.0,550.0,38.1,SMART_POWER_BAT_V2_1,SMART_PITCHER_V2_2,349.38,10.0,10.0,8.0,4.0,0,42.59,LOW,DraftKings,650.0,True,0,382.8392,190.54514000000003,271.91372,75.93,58.02,56.17,349.38,59.88,0.13333333333333333,0.1414,0.1414,0.008067,0.81,D,LOW,PASS,40,60,66,72,PASS,LOW,Positive edge but decision score below official-card threshold,0.0,4.0,0,LOW
2026-06-04,2026-06-04T18:10:00+00:00,2026-06-04T14:10:00-04:00,2:10 PM,San Francisco Giants vs Milwaukee Brewers,5,Jake Bauers,641343,confirmed,Milwaukee Brewers,Adrian Houser,0.196,0.89,41.6,,9.2,,,0.105,0.0,0.0,0.0,470.0,452.0,350.0,36.8,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,274.38,10.0,8.0,6.0,4.0,10,55.56,LOW,FanDuel,470.0,True,9,364.4692,209.86114,306.55922000000004,63.58,67.28,69.75,274.38,59.88,0.17543859649122806,0.1419,0.1419,-0.033539,-3.35,D,LOW,PASS,60,95,63,50,PASS,LOW,V3.11 filter removed negative-edge official play,0.0,4.0,10,LOW
2026-06-04,2026-06-04T23:40:00+00:00,2026-06-04T19:40:00-04:00,7:40 PM,Kansas City Royals vs Minnesota Twins,6,Tyler Tolbert,686475,power_roster,Kansas City Royals,Andrew Morris,0.183,1.07,40.3,,8.4,,,0.092,0.0,0.0,0.0,,,,45.5,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,256.48,9.0,7.0,6.0,5.0,10,61.73,V2 LEAN,NO_ODDS,,False,2,354.3532,198.79144000000002,302.16862,61.73,61.73,66.05,256.48,58.95,,0.1418,0.1418,0.0,0.0,D,LOW,NO ODDS,63,69,64,56,NO_ODDS,LOW,No sportsbook odds available,0.0,5.0,10,LOW
2026-06-04,2026-06-04T17:35:00+00:00,2026-06-04T13:35:00-04:00,1:35 PM,Cleveland Guardians vs New York Yankees,3,Paul Goldschmidt,502671,confirmed,New York Yankees,Slade Cecconi,0.198,1.24,41.8,,9.3,,,0.106,0.0,0.0,0.0,490.0,501.0,390.0,53.2,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,276.7,10.0,8.0,6.0,6.0,0,51.85,LOW,DraftKings,501.0,True,10,349.58799999999997,194.9171,276.4308,58.64,59.88,57.41,276.7,58.77,0.16638935108153077,0.143,0.143,-0.023389,-2.34,D,LOW,PASS,68,87,60,70,PASS,LOW,V3.11 filter removed negative-edge official play,0.0,6.0,0,LOW
2026-06-04,2026-06-04T17:35:00+00:00,2026-06-04T13:35:00-04:00,1:35 PM,Cleveland Guardians vs New York Yankees,6,Stuart Fairchild,656413,confirmed,Cleveland Guardians,Carlos Rodón,0.18,1.1,40.0,,8.3,,,0.091,0.0,0.0,0.0,730.0,660.0,,46.9,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,253.44,9.0,7.0,5.0,5.0,10,57.41,LOW,FanDuel,730.0,True,2,352.7546,197.27206999999999,301.89910999999995,60.49,61.11,65.43,253.44,58.7,0.12048192771084337,0.1418,0.1418,0.021318,2.13,D,LOW,PASS,65,47,64,57,PASS,LOW,Positive edge but decision score below official-card threshold,0.0,5.0,10,LOW
2026-06-04,2026-06-05T00:05:00+00:00,2026-06-04T20:05:00-04:00,8:05 PM,Athletics vs Chicago Cubs,1,Jonah Heim,641680,power_roster,Athletics,Shota Imanaga,0.177,1.59,39.7,,8.2,,,0.089,0.0,0.0,0.0,,,,69.7,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,250.1,9.0,7.0,5.0,7.0,0,66.05,V2 LEAN,NO_ODDS,,False,0,335.064,181.2313,270.5724,50.62,51.23,55.56,250.1,56.48,,0.1423,0.1423,0.0,0.0,D,LOW,NO ODDS,81,69,62,73,NO_ODDS,LOW,No sportsbook odds available,0.0,7.0,0,LOW
2026-06-04,2026-06-04T18:10:00+00:00,2026-06-04T14:10:00-04:00,2:10 PM,San Francisco Giants vs Milwaukee Brewers,1,Casey Schmitt,669477,confirmed,San Francisco Giants,Coleman Crow,0.183,1.52,40.3,,8.4,,,0.092,0.0,0.0,0.0,420.0,434.0,350.0,66.2,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,256.48,9.0,7.0,6.0,7.0,0,65.43,V2 LEAN,DraftKings,434.0,True,0,337.9482,181.67419,270.55187,53.09,51.85,54.94,256.48,56.42,0.18726591760299627,0.1415,0.1415,-0.045766,-4.58,D,LOW,PASS,77,110,65,74,PASS,LOW,V3.11 filter removed negative-edge official play,0.0,7.0,0,LOW
2026-06-04,2026-06-05T00:10:00+00:00,2026-06-04T20:10:00-04:00,8:10 PM,Pittsburgh Pirates vs Houston Astros,3,Spencer Horwitz,687462,power_roster,Pittsburgh Pirates,Kai-Wei Teng,0.201,1.21,42.1,,9.4,,,0.108,0.0,0.0,0.0,710.0,690.0,500.0,51.8,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,280.04,10.0,8.0,6.0,5.0,0,47.53,LOW,FanDuel,710.0,True,10,344.9686,191.47836999999998,269.09901,57.41,58.64,53.7,280.04,56.05,0.12345679012345678,0.1383,0.1383,0.014843,1.48,D,LOW,PASS,70,54,68,76,PASS,LOW,Positive edge but decision score below official-card threshold,0.0,5.0,0,LOW
2026-06-04,2026-06-04T17:05:00+00:00,2026-06-04T13:05:00-04:00,1:05 PM,San Diego Padres vs Philadelphia Phillies,1,Fernando Tatis Jr.,665487,confirmed,San Diego Padres,Zack Wheeler,0.18,1.52,40.0,,8.3,,,0.091,0.0,0.0,0.0,750.0,700.0,,66.5,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,253.44,9.0,7.0,5.0,7.0,0,60.19,V2 LEAN,FanDuel,750.0,True,0,335.41459999999995,179.28406999999999,269.13010999999995,51.23,50.62,54.32,253.44,55.74,0.11764705882352941,0.1408,0.1408,0.023153,2.32,D,LOW,PASS,80,45,67,75,PASS,LOW,Positive edge but decision score below official-card threshold,0.0,7.0,0,LOW
